OriginalTraitName,OriginalTraitDef,OriginalTraitUnit,text,cluster_id,n_members,best_match_id,best_match_label,confidence,reasoning,is_mapped
body size,mean of weight (engorged),mg,Trait: body size. Definition: mean of weight (engorged). Unit: mg.,7,31,OBA:VT0100005,body size trait,high,"The VecTraits entry describes the size of a multicellular organism, which aligns with the definition of 'body size trait' as the size of a multicellular organism.",TRUE
body size,mean wet mass of an individual tick post engorgement,mg,Trait: body size. Definition: mean wet mass of an individual tick post engorgement. Unit: mg.,7,31,OBA:VT0100005,body size trait,high,"The term 'body size trait' refers to the size of a multicellular organism, which aligns with the VecTraits entry describing the mean wet mass of an individual tick post engorgement.",TRUE
Weight,mean weight of larvae during their feeding period,mg,Trait: Weight. Definition: mean weight of larvae during their feeding period. Unit: mg.,7,31,PATO:0000125,mass,high,"The VecTraits entry describes the mean weight of larvae, which aligns with the concept of 'mass' as defined in PATO:0000125, where 'mass' is the preferred term over 'weight' for biological contexts.",TRUE
Weight,mean weight of nymphs during their feeding period,mg,Trait: Weight. Definition: mean weight of nymphs during their feeding period. Unit: mg.,7,31,PATO:0000125,mass,high,"The VecTraits entry describes the mean weight of nymphs, which aligns with the concept of 'mass' as defined in PATO:0000125 for biological contexts.",TRUE
Weight,mean weight of engorged nymphs moulting to males,mg,Trait: Weight. Definition: mean weight of engorged nymphs moulting to males. Unit: mg.,7,31,PATO:0000125,mass,high,"The VecTraits entry describes the mean weight of nymphs, which aligns with the concept of 'mass' as defined in PATO:0000125.",TRUE
weight,Mean weight 14 days after hatching,ug,Trait: weight. Definition: Mean weight 14 days after hatching. Unit: ug.,7,31,PATO:0000125,mass,high,"The VecTraits entry describes a mean weight, which aligns with the concept of 'mass' as defined in PATO:0000125 for biological contexts.",TRUE
weight,Mean weight on day of engorgement,ug,Trait: weight. Definition: Mean weight on day of engorgement. Unit: ug.,7,31,PATO:0000125,mass,high,"The VecTraits entry describes 'weight' in terms of 'mass', which aligns with the PATO term that specifies using 'mass' for biological contexts.",TRUE
body size,mean weight of engorged tick,mg,Trait: body size. Definition: mean weight of engorged tick. Unit: mg.,7,31,OBA:VT0100005,body size trait,high,"The term 'body size trait' refers to the size of a multicellular organism, which aligns with the VecTraits entry describing the mean weight of an engorged tick.",TRUE
body size,mean weight of engored nymphs,mg,Trait: body size. Definition: mean weight of engored nymphs. Unit: mg.,7,31,OBA:VT0100005,body size trait,high,"The term 'body size trait' refers to the size of a multicellular organism, which aligns with the VecTraits entry describing the mean weight of engorged nymphs.",TRUE
Body Mass,Weight of an individual engorged female,mg,Trait: Body Mass. Definition: Weight of an individual engorged female. Unit: mg.,7,31,OBA:VT0001259,body mass,high,The trait 'Body Mass' for an engorged female aligns with the general concept of 'body mass' as the mass of a multicellular organism.,TRUE
Body Mass,mean daily weight of larvae during their feeding periods,mg,Trait: Body Mass. Definition: mean daily weight of larvae during their feeding periods. Unit: mg.,7,31,OBA:VT0001259,body mass,high,"The VecTraits entry describes the mass of larvae, which aligns with the definition of 'body mass' as the mass of a multicellular organism.",TRUE
Body Mass,mean daily weight of nymphs during their pharate periods,mg,Trait: Body Mass. Definition: mean daily weight of nymphs during their pharate periods. Unit: mg.,7,31,OBA:VT0001259,body mass,high,"The VecTraits entry describes the mass of nymphs, which aligns with the definition of 'body mass' as the mass of a multicellular organism.",TRUE
Body Mass,mean daily weight of nymphs during their feeding periods,mg,Trait: Body Mass. Definition: mean daily weight of nymphs during their feeding periods. Unit: mg.,7,31,OBA:VT0001259,body mass,high,"The VecTraits entry describes the mass of nymphs, which aligns with the definition of 'body mass' as the mass of a multicellular organism.",TRUE
egg mass,mean egg mass weight,mg,Trait: egg mass. Definition: mean egg mass weight. Unit: mg.,8,6,PATO:0000125,mass,high,"The VecTraits entry 'egg mass' refers to the mean egg mass weight, which aligns with the concept of 'mass' as a physical quality.",TRUE
weight,Mean weight on day of hatching,ug,Trait: weight. Definition: Mean weight on day of hatching. Unit: ug.,8,6,PATO:0000125,mass,high,"The VecTraits entry describes the mean weight (mass) of an organism at hatching, which aligns with the PATO term for 'mass' as it is the appropriate concept for biological weight.",TRUE
weight,Mean egg mass,mg,Trait: weight. Definition: Mean egg mass. Unit: mg.,8,6,PATO:0000125,mass,high,"The VecTraits entry describes 'mean egg mass', which aligns with the concept of 'mass' rather than 'weight' as specified in PATO:0000125.",TRUE
egg mass,Mean egg mass by oviposition day of females raised at constant temps,mg,Trait: egg mass. Definition: Mean egg mass by oviposition day of females raised at constant temps. Unit: mg.,8,6,PATO:0000125,mass,high,"The trait 'egg mass' directly corresponds to the concept of 'mass' as it refers to the mean mass of eggs, and PATO:0000125 is the most appropriate term for mass in a biological context.",TRUE
egg mass,mean weight of eggs,mg,Trait: egg mass. Definition: mean weight of eggs. Unit: mg.,8,6,PATO:0000125,mass,medium,"The VecTraits entry describes the mean weight of eggs, which aligns with the concept of 'mass' in PATO, although it is not specific to eggs.",TRUE
Egg Mass,Weight of eggs laid by an individual female,mg,Trait: Egg Mass. Definition: Weight of eggs laid by an individual female. Unit: mg.,8,6,PATO:0000125,mass,medium,"The trait 'Egg Mass' refers to the weight of eggs, which aligns with the concept of 'mass' in PATO, despite the distinction between mass and weight.",TRUE
survival time,mean survival time of fasting larvae,days,Trait: survival time. Definition: mean survival time of fasting larvae. Unit: days.,9,9,PATO:0001309,duration,medium,The VecTraits entry describes a temporal extent (survival time) which aligns with the concept of 'duration' as a process quality.,TRUE
survival time,mean survival time of larvae post hatch,days,Trait: survival time. Definition: mean survival time of larvae post hatch. Unit: days.,9,9,PATO:0001309,duration,medium,"The VecTraits entry describes a temporal extent (mean survival time), which aligns with the concept of 'duration' as a process quality.",TRUE
survival time,mean survival time of fasting nymphs,days,Trait: survival time. Definition: mean survival time of fasting nymphs. Unit: days.,9,9,PATO:0001309,duration,medium,"The VecTraits entry describes a temporal extent of survival, which aligns with the concept of 'duration' as a process quality.",TRUE
survival time,mean time for egg survival,days,Trait: survival time. Definition: mean time for egg survival. Unit: days.,9,9,PATO:0001309,duration,high,"The VecTraits entry describes the mean time for egg survival, which aligns with the concept of 'duration' as it refers to the temporal extent between the starting and ending point of egg survival.",TRUE
survival time,mean time for unfed larva survival,days,Trait: survival time. Definition: mean time for unfed larva survival. Unit: days.,9,9,PATO:0001309,duration,medium,"The VecTraits entry describes a temporal extent of survival, which aligns with the concept of 'duration' as a process quality.",TRUE
survival time,mean time for engorged nymph survival,days,Trait: survival time. Definition: mean time for engorged nymph survival. Unit: days.,9,9,PATO:0001309,duration,high,"The VecTraits entry describes a temporal extent (mean time for survival), which aligns with the concept of 'duration' as a process quality.",TRUE
survival time,mean time for unfed adult survival,days,Trait: survival time. Definition: mean time for unfed adult survival. Unit: days.,9,9,PATO:0001309,duration,medium,"The VecTraits entry describes a temporal extent (mean time for survival), which aligns with the concept of 'duration' as a process quality.",TRUE
survival time,mean time for engorged adult survival,days,Trait: survival time. Definition: mean time for engorged adult survival. Unit: days.,9,9,PATO:0001309,duration,medium,"The VecTraits entry describes a temporal extent (mean time for survival), which aligns with the concept of 'duration' as a process quality.",TRUE
survival time,average number of days unfed nymphs survived,days,Trait: survival time. Definition: average number of days unfed nymphs survived. Unit: days.,9,9,PATO:0001309,duration,high,"The VecTraits entry describes the average number of days unfed nymphs survived, which aligns with the concept of 'duration' as it refers to the temporal extent between the starting and ending point of survival.",TRUE
molt success rate (larval),percentage that molted,percent,Trait: molt success rate (larval). Definition: percentage that molted. Unit: percent.,10,6,PATO:0000161,rate,medium,"The trait 'molt success rate (larval)' involves a percentage, which aligns with the concept of 'rate' as a quality of a process, but lacks specificity to molting.",TRUE
molt success rate (nymphal),percentage that molted,percent,Trait: molt success rate (nymphal). Definition: percentage that molted. Unit: percent.,10,6,NO_MATCH,NO_MATCH,high,None of the candidate terms specifically relate to molting or the success rate of molting in nymphs.,FALSE
